,start,stop,strand,gene_name,length,operon
b1666,1746516,1746592,+,valW,76,valVW
b1667,1746700,1747005,+,ydhR,305,ydhR
b1668,1747131,1748735,+,ydhS,1604,ydhS
b1669,1748747,1749559,-,ydhT,812,ydhYVWXUT 
b1670,1749563,1750348,-,ydhU,785,ydhYVWXUT 
b1671,1750345,1751013,-,ydhX,668,ydhYVWXUT 
b1672,1751077,1751724,-,ydhW,647,ydhYVWXUT 
b1673,1751728,1753830,-,ydhV,2102,ydhYVWXUT 
b1674,1753851,1754477,-,ydhY,626,ydhYVWXUT 
b1675,1754932,1755141,-,fumD,209,fumD
b1676,1755698,1757110,+,pykF,1412,pykF 
b1677,1757421,1757657,+,lpp,236,lpp 
b1678,1757721,1758725,-,ldtE,1004,ldtE
b1679,1758874,1759290,-,sufE,416,sufABCDSE
b1680,1759303,1760523,-,sufS,1220,sufABCDSE
b1681,1760520,1761791,-,sufD,1271,sufABCDSE
b1682,1761766,1762512,-,sufC,746,sufABCDSE
b1683,1762522,1764009,-,sufB,1487,sufABCDSE
b1684,1764018,1764386,-,sufA,368,sufABCDSE
b1685,1764934,1765122,-,ydiH,188,ydiJ-menI-ydiH
b1686,1765222,1765632,-,menI,410,ydiJ-menI-ydiH
b1687,1765629,1768685,-,ydiJ,3056,ydiJ-menI-ydiH
b1688,1769074,1770186,+,ydiK,1112,ydiK
b1689,1770615,1770971,+,ydiL,356,ydiL
b1690,1771071,1772285,+,ydiM,1214,ydiM
b1691,1772512,1773777,+,ydiN,1265,ydiNB-aroD
b1692,1773789,1774655,+,ydiB,866,ydiNB-aroD
b1693,1774686,1775444,+,aroD,758,aroD 
b1694,1775587,1777182,+,ydiF,1595,ydiFO
b1695,1777196,1778347,+,ydiO,1151,ydiFO
b1696,1778390,1779301,-,ydiP,911,ydiP
b1697,1779617,1780381,+,ydiQ,764,ydiQRST-fadK
b1698,1780401,1781339,+,ydiR,938,ydiQRST-fadK
b1699,1781395,1782684,+,ydiS,1289,ydiQRST-fadK
b1700,1782681,1782974,+,ydiT,293,ydiQRST-fadK
b1701,1782977,1784677,+,fadK,1700,ydiQRST-fadK
b1702,1784734,1787112,-,ppsA,2378,pps
b1703,1787445,1788278,+,ppsR,833,ppsR
b1704,1788435,1789481,+,aroH,1046,aroH 
b1705,1789613,1789804,+,ydiE,191,ydiE
b1706,1789808,1791244,-,selO,1436,ydiU
b1707,1791307,1792020,-,rflP,713,ydiV
b1708,1792267,1792731,-,nlpC,464,nlpC
b1709,1792809,1793558,-,btuD,749,btuD 
b1710,1793558,1794109,-,btuE,551,btuE 
b1711,1794172,1795152,-,btuC,980,btuCED
b1712,1795253,1795552,-,ihfA,299,thrS-infC-rpmI-rplT-pheMST-ihfA 
b1713,1795557,1797944,-,pheT,2387,thrS-infC-rpmI-rplT-pheMST-ihfA 
b1714,1797959,1798942,-,pheS,983,thrS-infC-rpmI-rplT-pheMST-ihfA 
b1715,1799226,1799270,-,pheM,44,thrS-infC-rpmI-rplT-pheMST-ihfA 
b1716,1799393,1799749,-,rplT,356,thrS-infC-rpmI-rplT-pheMST-ihfA 
b1717,1799802,1799999,-,rpmI,197,thrS-infC-rpmI-rplT-pheMST-ihfA 
b1718,1800096,1800638,-,infC,542,thrS-infC-rpmI-rplT-pheMST-ihfA 
b1719,1800642,1802570,-,thrS,1928,thrS-infC-rpmI-rplT-pheMST-ihfA 
b1722,1805325,1806083,-,ydiY,758,ydiY
b1723,1806370,1807299,+,pfkB,929,pfkB 
b1724,1807400,1807690,+,ydiZ,290,ydiZ
b1725,1807796,1808656,+,yniA,860,yniA
b1726,1808697,1809233,-,yniB,536,yniB
b1727,1809380,1810048,+,hxpB,668,hxpB
b1728,1810211,1810801,+,ydjM,590,ydjM
b1729,1810934,1812325,+,tcyP,1391,tcyP
b1730,1812329,1813132,-,ydjO,803,ydjO
b1731,1813421,1813663,-,cedA,242,cedA
b1732,1813867,1816128,+,katE,2261,katE
b1733,1816386,1817135,-,chbG,749,chbBCARFG
b1734,1817148,1818500,-,chbF,1352,chbBCARFG
b1735,1818605,1819447,-,chbR,842,chbBCARFG
b1736,1819455,1819805,-,chbA,350,chbBCARFG
b1737,1819856,1821214,-,chbC,1358,chbBCARFG
b1738,1821299,1821619,-,chbB,320,chbBCARFG
b1739,1821918,1822256,-,osmE,338,osmE 
b1740,1822458,1823285,+,nadE,827,nadE
b1741,1823515,1824402,+,cho,887,cho
b1742,1824362,1824937,-,ves,575,ves
b1743,1825140,1825625,-,spy,485,spy
b1744,1825955,1826923,-,astE,968,astCADBE 
b1745,1826916,1828259,-,astB,1343,astCADBE 
b1746,1828256,1829734,-,astD,1478,astCADBE 
b1747,1829731,1830765,-,astA,1034,astCADBE 
b1748,1830762,1831982,-,astC,1220,astCADBE 
b1749,1832428,1833234,+,xthA,806,xthA
b1750,1833401,1834111,+,ydjX,710,ydjXYZ-ynjABCD
b1751,1834116,1834793,+,ydjY,677,ydjXYZ-ynjABCD
b1752,1834808,1835515,+,ydjZ,707,ydjXYZ-ynjABCD
b1753,1835515,1836063,+,ynjA,548,ydjXYZ-ynjABCD
b1754,1836073,1837239,+,ynjB,1166,ydjXYZ-ynjABCD
b1755,1837212,1838747,+,ynjC,1535,ydjXYZ-ynjABCD
b1756,1838747,1839400,+,ynjD,653,ydjXYZ-ynjABCD
b1757,1839467,1840774,+,ynjE,1307,ynjE
b1758,1840783,1841403,-,ynjF,620,ynjF
b1759,1841490,1841897,+,nudG,407,nudG
b1760,1841863,1842135,-,ynjH,272,ynjH 
b1761,1842371,1843714,+,gdhA,1343,gdhA
b1762,1843831,1844871,-,ynjI,1040,ynjI
b1763,1844999,1846960,-,topB,1961,selD-topB 
b1764,1846965,1848008,-,selD,1043,selD-topB 
b1765,1848125,1848676,-,ydjA,551,ydjA-selD-topB
b1766,1848837,1850693,+,sppA,1856,sppA
b1767,1850860,1851876,+,ansA,1016,ansA-pncA
b1768,1851887,1852528,+,pncA,641,ansA-pncA
b1769,1852621,1853979,-,ydjE,1358,ydjE
b1770,1854096,1854854,-,ydjF,758,ydjF
b1771,1854991,1855971,-,ydjG,980,ydjLKJIHG
b1772,1855981,1856928,-,ydjH,947,ydjLKJIHG
b1773,1856933,1857769,-,ydjI,836,ydjLKJIHG
b1774,1857790,1858833,-,ydjJ,1043,ydjLKJIHG
b1775,1858850,1860229,-,ydjK,1379,ydjLKJIHG
b1776,1860256,1861332,-,ydjL,1076,ydjLKJIHG
b1777,1861702,1861974,-,yeaC,272,yeaC
b1778,1862016,1862429,-,msrB,413,msrB
b1779,1862771,1863766,+,gapA,995,gapA 
b1780,1863850,1864734,+,yeaD,884,gapA-yeaD 
b1781,1864782,1865636,-,yeaE,854,yeaE
b1782,1865726,1866472,-,mipA,746,mipA
b1783,1866908,1868842,+,yeaG,1934,yeaGH 
b1784,1868955,1870238,+,yeaH,1283,yeaGH 
b1785,1870385,1871860,+,cdgI,1475,cdgI
b1786,1872041,1873531,+,dgcJ,1490,dgcJ
b1787,1873574,1874077,+,yeaK,503,yeaK
b1788,1874078,1874182,-,yoaI,104,yoaI
b1789,1874352,1874798,+,yeaL,446,yeaL
b1790,1874755,1875576,-,nimR,821,yeaM
b1791,1875673,1876854,+,nimT,1181,nimT
b1792,1876909,1877256,+,yeaO,347,yeaO
b1793,1877278,1877532,-,yoaF,254,yoaF
b1794,1877715,1878740,+,dgcP,1025,yeaP
b1795,1879007,1879255,-,yeaQ,248,yeaQ
b1796,1879403,1879585,-,yoaG,182,yeaR-yoaG
b1797,1879589,1879948,-,yeaR,359,yeaR-yoaG
b1798,1880121,1880759,-,leuE,638,leuE
b1799,1880886,1881809,-,dmlR,923,dmlR
b1800,1881912,1882997,+,dmlA,1085,dmlA
b1801,1883188,1884633,+,yeaV,1445,yeaVW
b1802,1884665,1885789,+,yeaW,1124,yeaVW
b1803,1885845,1886810,+,yeaX,965,yeaX
b1804,1886864,1887991,-,rnd,1127,rnd
b1805,1888061,1889746,-,fadD,1685,fadD-sroD
b1806,1889951,1890532,-,yeaY,581,tsaB-yeaY 
b1807,1890572,1891267,-,tsaB,695,tsaB-yeaY
b1808,1891325,1893235,-,yoaA,1910,yoaA
b1809,1893367,1893711,+,yoaB,344,yoaB
b1810,1894133,1894432,+,yoaC,299,yoaC
b1811,1894552,1894731,-,yoaH,179,yoaH
b1812,1894805,1896166,+,pabB,1361,pabB-nudL
b1813,1896170,1896748,+,nudL,578,pabB-nudL
b1814,1896932,1898296,+,sdaA,1364,sdaA
b1815,1898427,1900025,+,pdeD,1598,pdeD
b1816,1900029,1901585,-,yoaE,1556,yoaE
b1817,1902048,1903019,+,manX,971,manXYZ
b1818,1903082,1903882,+,manY,800,manXYZ
b1819,1903895,1904746,+,manZ,851,manXYZ
b1820,1904801,1905259,+,yobD,458,yobD
b1821,1905688,1906254,+,mntP,566,mntP
b1822,1906251,1907060,-,rlmA,809,rlmA
b1823,1907226,1907435,-,cspC,209,yobF-cspC 
b1824,1907448,1907591,-,yobF,143,yobF-cspC 
b1825,1908261,1908548,-,yebO,287,yebO
b1826,1908623,1908766,-,mgrB,143,mgrB
b1827,1909308,1910099,-,kdgR,791,kdgR
b1828,1910276,1911649,+,yebQ,1373,yebQ
b1829,1911695,1912576,-,htpX,881,htpX
b1830,1912768,1914816,-,prc,2048,proQ-prc
b1831,1914836,1915534,-,proQ,698,proQ-prc
b1832,1915631,1916128,-,msrC,497,msrC
b1833,1916258,1917541,+,letA,1283,letAB
b1834,1917510,1920143,+,letB,2633,letAB
b1835,1920223,1921662,+,rsmF,1439,rsmF
b1836,1921780,1922016,+,yebV,236,yebV
b1837,1922121,1922312,+,yebW,191,yebW
b1838,1922313,1922969,-,pphA,656,sdsR-pphA 
b1839,1923365,1923706,-,yebY,341,yobA-yebZY
b1840,1923719,1924591,-,yebZ,872,yobA-yebZY
b1841,1924595,1924969,-,yobA,374,yobA-yebZY
b1842,1925108,1925338,+,holE,230,holE
b1843,1925440,1926096,+,yobB,656,yobB-exoX
b1844,1926120,1926782,+,exoX,662,yobB-exoX
b1845,1926779,1928839,-,ptrB,2060,ptrB
b1846,1929048,1929707,-,yebE,659,yebE
b1847,1930034,1930390,-,yebF,356,yebF
b1848,1930457,1930747,-,yebG,290,yebG
b1849,1930881,1932059,+,purT,1178,purT
b1850,1932115,1932756,-,eda,641,eda 
b1851,1932793,1934604,-,edd,1811,edd-eda
b1852,1934839,1936314,-,zwf,1475,zwf
b1853,1936652,1937521,+,yebK,869,yebK
b1854,1937649,1939091,+,pykA,1442,pykA 
b1855,1939222,1940193,-,lpxM,971,lpxM
b1856,1940313,1941635,-,mepM,1322,yebA
b1857,1941651,1942583,-,znuA,932,znuA
b1858,1942662,1943417,+,znuC,755,znuCB
b1859,1943414,1944199,+,znuB,785,znuCB
b1860,1944346,1945356,-,ruvB,1010,ruvAB 
b1861,1945365,1945976,-,ruvA,611,ruvAB 
b1862,1946251,1946853,+,yebB,602,yebB 
b1863,1946855,1947376,-,ruvC,521,nudB-yebC-ruvC 
b1864,1947411,1948151,-,yebC,740,nudB-yebC-ruvC 
b1865,1948180,1948632,-,nudB,452,nudB-yebC-ruvC
b1866,1948750,1950522,-,aspS,1772,aspS 
b1867,1950832,1951398,+,yecD,566,yecDE
b1868,1951395,1952213,+,yecE,818,yecDE
b1869,1952266,1952661,+,yecN,395,yecN-cmoAB
b1870,1952702,1953445,+,cmoA,743,yecN-cmoAB
b1871,1953442,1954413,+,cmoB,971,yecN-cmoAB
b1872,1954578,1957007,-,torZ,2429,torYZ
b1873,1957032,1958132,-,torY,1100,torYZ
b1874,1958520,1959266,-,cutC,746,yecM-cutC
b1875,1959280,1959846,-,yecM,566,yecM-cutC
b1876,1960062,1961795,+,argS,1733,argS
b1877,1961972,1962460,+,yecT,488,yecT
b1878,1962580,1962972,-,flhE,392,flhBAE
b1879,1962972,1965050,-,flhA,2078,flhBAE
b1880,1965043,1966191,-,flhB,1148,flhBAE
b1881,1966393,1967037,-,cheZ,644,tar-tap-cheRBYZ
b1882,1967048,1967437,-,cheY,389,tar-tap-cheRBYZ
b1883,1967452,1968501,-,cheB,1049,tar-tap-cheRBYZ
b1884,1968504,1969364,-,cheR,860,tar-tap-cheRBYZ
b1885,1969383,1970984,-,tap,1601,tar-tap-cheRBYZ
b1886,1971030,1972691,-,tar,1661,tar-tap-cheRBYZ
b1887,1972836,1973339,-,cheW,503,motAB-cheAW
b1888,1973360,1975324,-,cheA,1964,motAB-cheAW
b1889,1975329,1976255,-,motB,926,motAB-cheAW
b1890,1976252,1977139,-,motA,887,motAB-cheAW
b1891,1977266,1977844,-,flhC,578,flhDC 
b1892,1977847,1978197,-,flhD,350,flhDC 
b1893,1978518,1979021,-,insB5,503,insA5B5AB5
b1894,1978940,1979215,-,insA5,275,insA5B5AB5
b1895,1979753,1980181,+,uspC,428,uspC
b1896,1980188,1981612,-,otsA,1424,otsBA 
b1897,1981587,1982387,-,otsB,800,otsBA 
b1900,1983555,1985069,-,araG,1514,araFGH 
b1901,1985139,1986128,-,araF,989,araFGH 
b1902,1986925,1987428,+,ftnB,503,ftnB 
b1903,1987444,1987782,+,b1903,338,
b1904,1988222,1988545,+,yecR,323,yecR
b1905,1988716,1989213,+,ftnA,497,ftnA
b1906,1989251,1989490,-,yecH,239,yecH
b1907,1989681,1990892,+,tyrP,1211,tyrP 
b1908,1990954,1991619,-,yecA,665,yecA
b1909,1991815,1991901,-,leuZ,86,glyW-cysT-leuZ
b1910,1991914,1991987,-,cysT,73,glyW-cysT-leuZ
b1911,1992042,1992117,-,glyW,75,glyW-cysT-leuZ
b1912,1992269,1992817,-,pgsA,548,pgsA
b1913,1992874,1994706,-,uvrC,1832,uvrYC 
b1914,1994703,1995359,-,uvrY,656,uvrYC
b1915,1995818,1996042,+,yecF,224,yecF
b1916,1996110,1996832,-,sdiA,722,sdiA 
b1917,1997062,1997814,-,tcyN,752,dcyD-tcyLN
b1918,1997811,1998479,-,tcyL,668,dcyD-tcyLN
b1919,1998494,1999480,-,dcyD,986,dcyD-tcyLN
b1920,1999585,2000385,-,tcyJ,800,tcyJ 
b1921,2000473,2001024,-,fliZ,551,fliAZY 
b1922,2001070,2001789,-,fliA,719,fliAZY 
b1923,2002110,2003606,-,fliC,1496,fliC
b1924,2003872,2005278,+,fliD,1406,fliDST 
b1925,2005303,2005713,+,fliS,410,fliDST 
b1926,2005713,2006078,+,fliT,365,fliDST 
b1927,2006156,2007643,+,amyA,1487,amyA
b1928,2007677,2008090,-,yedD,413,yedD
b1929,2008277,2009482,+,yedE,1205,yedEF
b1930,2009479,2009712,+,yedF,233,yedEF
b1931,2009821,2010489,+,yedK,668,yedK
b1932,2010600,2011079,+,yedL,479,yedL
b1936,2012502,2012780,+,intG,278,intG
b1937,2012700,2013014,-,fliE,314,fliE 
b1938,2013229,2014887,+,fliF,1658,fliFGHIJK 
b1939,2014880,2015875,+,fliG,995,fliFGHIJK 
b1940,2015868,2016554,+,fliH,686,fliFGHIJK 
b1941,2016554,2017927,+,fliI,1373,fliFGHIJK 
b1942,2017946,2018389,+,fliJ,443,fliFGHIJK 
b1943,2018386,2019513,+,fliK,1127,fliFGHIJK 
b1944,2019618,2020082,+,fliL,464,fliLMNOPQR 
b1945,2020087,2021091,+,fliM,1004,fliLMNOPQR 
b1946,2021088,2021501,+,fliN,413,fliLMNOPQR 
b1947,2021504,2021869,+,fliO,365,fliLMNOPQR 
b1948,2021869,2022606,+,fliP,737,fliLMNOPQR 
b1949,2022616,2022885,+,fliQ,269,fliLMNOPQR 
b1950,2022893,2023678,+,fliR,785,fliLMNOPQR 
b1951,2023968,2024591,+,rcsA,623,rcsA
b1952,2024635,2024823,-,dsrB,188,dsrB
b1953,2024986,2025213,+,yodD,227,yodD
b1954,2025223,2025313,-,dsrA,90,dsrA
b1955,2025511,2026326,+,yedP,815,yedP
b1956,2026323,2028017,-,dgcQ,1694,dgcQ
b1957,2028188,2028370,-,yodC,182,yodC
b1958,2028449,2029366,-,yedI,917,yedI
b1959,2029539,2030459,+,yedA,920,yedA
b1960,2030448,2030918,-,vsr,470,dcm-vsr
b1961,2030899,2032317,-,dcm,1418,dcm-vsr
b1962,2032384,2033079,-,yedJ,695,yedRJ
b1963,2033119,2033421,-,drpB,302,yedRJ
b1967,2035835,2036686,+,hchA,851,hchA 
b1968,2036794,2038152,-,hprS,1358,hprRS
b1969,2038152,2038823,-,hprR,671,hprRS
b1970,2038956,2039369,+,hiuH,413,hiuH
b1971,2039478,2040482,+,msrP,1004,msrPQ
b1972,2040483,2041118,+,msrQ,635,msrPQ
b1973,2041375,2042025,+,zinT,650,zinT
b1974,2042368,2042898,+,yodB,530,yodB
b1975,2043468,2043557,-,serU,89,serU
b1976,2043651,2044448,+,mtfA,797,mtfA
b1977,2044549,2044624,+,asnT,75,asnT
b1978,2044938,2052014,+,yeeJ,7076,yeeJ
b1981,2053643,2054959,+,shiA,1316,shiA
b1982,2055061,2056515,+,amn,1454,amn
b1983,2056858,2057574,+,yeeN,716,yeeN
b1984,2058027,2058102,-,asnW,75,asnW
b1985,2058203,2059846,-,yeeO,1643,yeeO
b1986,2059851,2059926,+,asnU,75,asnU
b1987,2059964,2060914,-,cbl,950,cbl
b1988,2061016,2061933,-,nac,917,nac
b1989,2062260,2062335,+,asnV,75,asnV
b1990,2062391,2063323,-,ldtA,932,ldtA
b1991,2063388,2064467,-,cobT,1079,cobUST 
b1992,2064479,2065222,-,cobS,743,cobUST 
b1993,2065219,2065764,-,cobU,545,cobUST 
b1994,2066305,2067285,-,insH6,980,insH6
b1996,2068952,2069857,-,insD3,905,insC3D3CD3
b1997,2069815,2070180,-,insC3,365,insC3D3CD3
b1999,2070786,2071211,+,yeeP,425,yeeP
b2000,2071539,2074658,+,flu,3119,flu 
b2001,2074779,2076311,+,yeeR,1532,yeeRST-cbeA-cbtA-yeeW
b2002,2076308,2076754,+,yeeS,446,yeeRST-cbeA-cbtA-yeeW
b2003,2076817,2077038,+,yeeT,221,yeeRST-cbeA-cbtA-yeeW
b2004,2077112,2077480,+,cbeA,368,yeeRST-cbeA-cbtA-yeeW
b2005,2077569,2077943,+,cbtA,374,yeeRST-cbeA-cbtA-yeeW
b2006,2077940,2078134,+,yeeW,194,yeeRST-cbeA-cbtA-yeeW
b2007,2079032,2079361,-,tmaR,329,yeeX
b2008,2079533,2080591,-,yeeA,1058,yeeA
b2009,2080789,2081262,-,sbmC,473,sbmC 
b2010,2081381,2082547,-,dacD,1166,dacD
b2011,2082756,2084183,+,sbcB,1427,sbcB
b2012,2084226,2084453,-,yeeD,227,yeeED
b2013,2084467,2085525,-,yeeE,1058,yeeED
b2014,2085704,2087062,-,plaP,1358,plaP
b2015,2087329,2088258,-,yeeY,929,yeeY
b2016,2088304,2089128,-,yeeZ,824,yeeZ
b2017,2089462,2089713,-,yefM,251,yefM-yoeB
b2018,2089996,2090046,+,hisL,50,hisL 
b2019,2090192,2091091,+,hisG,899,hisLGDCBHAFI
b2020,2091097,2092401,+,hisD,1304,hisLGDCBHAFI
b2021,2092398,2093468,+,hisC,1070,hisLGDCBHAFI
b2022,2093468,2094535,+,hisB,1067,hisBHAFI 
b2023,2094535,2095125,+,hisH,590,hisBHAFI 
b2024,2095125,2095862,+,hisA,737,hisBHAFI 
b2025,2095844,2096620,+,hisF,776,hisBHAFI 
b2026,2096614,2097225,+,hisI,611,hisBHAFI 
b2027,2097321,2098301,-,wzzB,980,wzzB
b2028,2098447,2099613,-,ugd,1166,ugd
b2029,2099862,2101268,-,gnd,1406,gnd
b2030,2101895,2102875,-,insH7,980,insH-7
b2032,2103391,2104509,-,wbbK,1118,wbbIJK
b2033,2104494,2105084,-,wbbJ,590,wbbIJK
b2034,2105065,2106057,-,wbbI,992,wbbIJK
b2035,2106060,2107226,-,wbbH,1166,glf-rfc
b2036,2107226,2108329,-,glf,1103,glf-rfc
b2037,2108337,2109584,-,rfbX,1247,rfbACX 
b2038,2109581,2110138,-,rfbC,557,rfbACX 
b2039,2110138,2111019,-,rfbA,881,rfbACX 
b2040,2111077,2111976,-,rfbD,899,rfbBDACX
b2041,2111976,2113061,-,rfbB,1085,rfbBDACX
b2042,2113434,2114327,-,galF,893,galF
b2043,2114502,2115896,-,wcaM,1394,wcaKLM
b2044,2115907,2117127,-,wcaL,1220,wcaKLM
b2045,2117124,2118404,-,wcaK,1280,wcaKLM
b2046,2118680,2120158,-,wzxC,1478,wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC
b2047,2120160,2121554,-,wcaJ,1394,wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC
b2048,2121609,2122979,-,cpsG,1370,wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC
b2049,2123084,2124520,-,cpsB,1436,wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC
b2050,2124523,2125746,-,wcaI,1223,wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC
b2051,2125743,2126222,-,gmm,479,wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC
b2052,2126225,2127190,-,fcl,965,wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC
b2053,2127193,2128314,-,gmd,1121,wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC
b2054,2128340,2128888,-,wcaF,548,wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC
b2055,2128904,2129650,-,wcaE,746,wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC
b2056,2129661,2130878,-,wcaD,1217,wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC
b2057,2130853,2132070,-,wcaC,1217,wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC
b2058,2132067,2132555,-,wcaB,488,wza-wzb-wzc-wcaAB
b2059,2132558,2133397,-,wcaA,839,wza-wzb-wzc-wcaAB
b2060,2133490,2135652,-,wzc,2162,wzbc 
b2061,2135655,2136098,-,wzb,443,wzbc 
b2062,2136104,2137243,-,wza,1139,wzbc 
b2063,2137902,2139485,+,yegH,1583,yegH
b2064,2139759,2141612,-,asmA,1853,asmA
b2065,2141634,2142215,-,dcd,581,dcd 
b2066,2142307,2142948,-,udk,641,udk-dcd
b2067,2143266,2146583,+,dgcE,3317,yegE
b2068,2146692,2147540,-,alkA,848,alkA 
b2069,2147674,2149026,+,yegD,1352,yegD
b2070,2149039,2150985,-,yegI,1946,yegI
b2071,2151185,2151646,+,yegJ,461,yegJ
b2072,2151711,2152472,-,pphC,761,yegL-pphC
b2073,2152469,2153128,-,yegL,659,yegL-pphC
b2074,2154016,2155263,+,mdtA,1247,mdtABCD-baeSR
b2075,2155263,2158385,+,mdtB,3122,mdtABCD-baeSR
b2076,2158386,2161463,+,mdtC,3077,mdtABCD-baeSR
b2077,2161464,2162879,+,mdtD,1415,mdtABCD-baeSR
b2078,2162876,2164279,+,baeS,1403,mdtABCD-baeSR 
b2079,2164276,2164998,+,baeR,722,mdtABCD-baeSR 
b2080,2165189,2165521,+,yegP,332,yegP
b2081,2165668,2167029,+,trhP,1361,trhP
b2082,2167302,2167520,-,ogrK,218,ogrK
b2083,2167602,2167820,-,yegZ,218,yegRZ
b2084,2167735,2168001,-,b2084,266,
b2085,2167989,2168306,-,yegR,317,yegRZ
b2086,2168712,2169611,+,yegS,899,yegS
b2088,2170236,2170535,+,insE5,299,insE5EF5F5
b2089,2170532,2171398,+,insF5,866,insE5EF5F5
b2091,2171833,2172873,-,gatD,1040,gatZABCD 
b2092,2172921,2174278,-,gatC,1357,gatZABCD 
b2093,2174282,2174566,-,gatB,284,gatZABCD 
b2094,2174597,2175049,-,gatA,452,gatZABCD 
b2095,2175059,2176321,-,gatZ,1262,gatZABCD 
b2096,2176350,2177204,-,gatY,854,gatYZABCD
b2097,2177512,2178564,-,fbaB,1052,fbaB
b2098,2178821,2180098,+,yegT,1277,yegTUV
b2099,2180095,2181099,+,yegU,1004,yegTUV
b2100,2181096,2182061,+,yegV,965,yegTUV
b2101,2182035,2182781,-,yegW,746,yegW
b2102,2182833,2183651,-,yegX,818,yegX
b2103,2183716,2184516,-,thiD,800,thiMD
b2104,2184513,2185301,-,thiM,788,thiMD
b2105,2185524,2185796,-,rcnR,272,rcnR
b2106,2185917,2186741,+,rcnA,824,rcnAB
b2107,2186960,2187298,+,rcnB,338,rcnAB 
b2108,2187380,2188414,-,yehA,1034,yehDCBA
b2109,2188430,2190910,-,yehB,2480,yehDCBA
b2110,2190926,2191645,-,yehC,719,yehDCBA
b2111,2191680,2192222,-,yehD,542,yehDCBA
b2112,2192515,2192796,-,yehE,281,yehE
b2113,2193059,2194168,-,mrp,1109,mrp
b2114,2194300,2196333,+,metG,2033,metG 
b2115,2196474,2197298,+,yehF,824,yehF
b2118,2200279,2203911,+,yehI,3632,yehHI
b2119,2204596,2205684,+,yehL,1088,yehLMPQ
b2120,2205695,2207974,+,yehM,2279,yehLMPQ
b2121,2207967,2209103,+,yehP,1136,yehLMPQ
b2122,2209100,2210944,+,yehQ,1844,yehLMPQ
b2123,2211225,2211686,+,yehR,461,yehR
b2124,2211726,2212196,-,yehS,470,yehS
b2125,2212243,2212962,-,btsR,719,btsSR
b2126,2212959,2214644,-,btsS,1685,btsSR
b2127,2214866,2215597,+,mlrA,731,mlrA 
b2128,2215745,2216476,-,yehW,731,osmF-yehYXW 
b2129,2216481,2217407,-,yehX,926,osmF-yehYXW 
b2130,2217400,2218557,-,yehY,1157,osmF-yehYXW 
b2131,2218564,2219481,-,osmF,917,osmF-yehYXW 
b2132,2219692,2221989,-,bglX,2297,bglX
b2133,2222185,2223900,+,dld,1715,dld
b2134,2223938,2224870,-,pbpG,932,pbpG
b2135,2225044,2225631,-,yohC,587,yohC
b2136,2225801,2226379,+,yohD,578,yohD
b2137,2226509,2227270,-,yohF,761,yohF
b2139,2227323,2228758,-,mdtQ,1435,mdtQ
b2140,2229438,2230385,-,dusC,947,dusC
b2141,2230624,2231022,+,yohJ,398,yohJK
b2142,2231019,2231714,+,yohK,695,yohJK
b2143,2231844,2232728,+,cdd,884,cdd
b2144,2232878,2233597,+,sanA,719,sanA-yeiS
b2145,2233600,2233839,+,yeiS,239,sanA-yeiS
b2146,2234033,2235271,+,preT,1238,preTA
b2147,2235265,2236500,+,preA,1235,preTA
b2148,2236743,2237753,-,mglC,1010,mglBAC 
b2149,2237769,2239289,-,mglA,1520,mglBAC 
b2150,2239350,2240348,-,mglB,998,mglBAC 
b2151,2240628,2241668,-,galS,1040,galS
b2152,2241810,2242967,-,yeiB,1157,folE-yeiB
b2153,2242984,2243652,-,folE,668,folE-yeiB
b2154,2243910,2244746,+,yeiG,836,yeiG
b2155,2244778,2246769,-,cirA,1991,cirA 
b2156,2247063,2248532,-,lysP,1469,lysP
b2157,2248737,2249618,-,yeiE,881,yeiE
b2158,2249717,2250766,+,yeiH,1049,yeiH
b2159,2250840,2251697,+,nfo,857,nfo
b2160,2251700,2252788,+,yeiI,1088,yeiI
b2161,2252895,2254145,-,nupX,1250,nupX
b2162,2254245,2255186,-,rihB,941,rihB
b2163,2255355,2256014,+,yeiL,659,yeiL 
b2164,2256085,2257335,-,psuT,1250,psuT
b2165,2257429,2258367,-,psuG,938,psuKG
b2166,2258355,2259296,-,psuK,941,psuKG
b2167,2259719,2261410,-,fruA,1691,fruBKA
b2168,2261427,2262365,-,fruK,938,fruBKA
b2169,2262365,2263495,-,fruB,1130,fruBKA
b2170,2263863,2265044,+,setB,1181,setB
b2171,2265450,2266022,+,yeiP,572,yeiP
