regulator,gene_id,gene_name,effect,source
gadE,STM1461,STM1461,+-,RegulonDB
gadE,STM2771,STM2771,+,RegulonDB
gadE,STM1982,STM1982,+,RegulonDB
gadE,STM2081,STM2081,+,RegulonDB
gadE,STM3330,STM3330,+-,RegulonDB
gadE,STM3331,STM3331,+-,RegulonDB
gadE,STM4575,STM4575,+,RegulonDB
gadE,STM1562,STM1562,+,RegulonDB
gadE,STM3876,STM3876,+-,RegulonDB
gadE,STM4250,STM4250,+,RegulonDB
gadE,STM4251,STM4251,+,RegulonDB
gadE,STM4366,STM4366,+,RegulonDB
gadE,STM4563,STM4563,+,RegulonDB
gadE,STM4600,STM4600,+-,RegulonDB
gadE;rcsB,STM3966,STM3966,+,RegulonDB
gadE;rcsB,STM4294,STM4294,+,RegulonDB
gadE;rcsB,STM2559,STM2559,+,RegulonDB
gadE;rcsB,STM2558,STM2558,+,RegulonDB
gadW,STM1562,STM1562,+-,RegulonDB
gadX,STM0040,STM0040,+-,RegulonDB
gadX,STM0450,STM0450,+,RegulonDB
gadX,STM0462,STM0462,+,RegulonDB
gadX,STM0463,STM0463,+,RegulonDB
gadX,STM0680,STM0680,+,RegulonDB
gadX,STM1751,STM1751,+,RegulonDB
gadX,STM1661,STM1661,+,RegulonDB
gadX,STM0035,STM0035,-,RegulonDB
gadX,STM1506,STM1506,+-,RegulonDB
gadX,STM1505,STM1505,+-,RegulonDB
gadX,STM1503,STM1503,-,RegulonDB
gadX,STM1502,STM1502,-,RegulonDB
gadX,STM1452,STM1452,-,RegulonDB
gadX,STM2924,STM2924,+,RegulonDB
gadX,STM3053,STM3053,+-,RegulonDB
gadX,STM3054,STM3054,+-,RegulonDB
gadX,STM3055,STM3055,+-,RegulonDB
gadX,STM3090,STM3090,+-,RegulonDB
gadX,STM3590,STM3590,+-,RegulonDB
gadX,STM3591,STM3591,+-,RegulonDB
gadX,STM1562,STM1562,+-,RegulonDB
gadX,STM4130,STM4130,-,RegulonDB
gadX,STM4131,STM4131,-,RegulonDB
gadX,STM2559,STM2559,+,RegulonDB
gadX,STM2558,STM2558,+,RegulonDB
galR,STM0773,STM0773,+-,RegulonDB
galR,STM0774,STM0774,+-,RegulonDB
galR,STM0775,STM0775,+-,RegulonDB
galR,STM0776,STM0776,+-,RegulonDB
galR,STM2188,STM2188,-,RegulonDB
galR,STM2189,STM2189,-,RegulonDB
galR,STM2190,STM2190,-,RegulonDB
galR,STM2191,STM2191,-,RegulonDB
galR,STM3011,STM3011,-,RegulonDB
galR,STM3091,STM3091,-,RegulonDB
galS,STM0773,STM0773,+-,RegulonDB
galS,STM0774,STM0774,+-,RegulonDB
galS,STM0775,STM0775,+-,RegulonDB
galS,STM0776,STM0776,+-,RegulonDB
galS,STM2188,STM2188,-,RegulonDB
galS,STM2189,STM2189,-,RegulonDB
galS,STM2190,STM2190,-,RegulonDB
galS,STM2191,STM2191,-,RegulonDB
galS,STM3011,STM3011,-,RegulonDB
galS,STM3091,STM3091,-,RegulonDB
gatR,STM3261,STM3261,-,RegulonDB
gatR,STM3259,STM3259,-,RegulonDB
gatR,STM3258,STM3258,-,RegulonDB
gatR,STM3257,STM3257,-,RegulonDB
gatR,STM3253,STM3253,-,RegulonDB
gcvA,STM2982,STM2982,-,RegulonDB
gcvA,STM3053,STM3053,+-,RegulonDB
gcvA,STM3054,STM3054,+-,RegulonDB
gcvA,STM3055,STM3055,+-,RegulonDB
glpR,STM2282,STM2282,-,RegulonDB
glpR,STM2283,STM2283,-,RegulonDB
glpR,STM2284,STM2284,-,RegulonDB
glpR,STM2285,STM2285,-,RegulonDB
glpR,STM2286,STM2286,-,RegulonDB
glpR,STM3526,STM3526,-,RegulonDB
glpR,STM4085,STM4085,-,RegulonDB
glpR,STM4086,STM4086,-,RegulonDB
glpR,STM4087,STM4087,-,RegulonDB
glrR,STM2637,STM2637,+,RegulonDB
glrR,STM2638,STM2638,+,RegulonDB
glrR,STM2639,STM2639,+,RegulonDB
glrR,STM2640,STM2640,+,RegulonDB
gntR,STM1884,STM1884,-,RegulonDB
gntR,STM1885,STM1885,-,RegulonDB
gntR,STM3510,STM3510,-,RegulonDB
gntR,STM3511,STM3511,-,RegulonDB
gntR,STM3512,STM3512,-,RegulonDB
gntR,STM3542,STM3542,-,RegulonDB
gntR,STM4481,STM4481,-,RegulonDB
gntR,STM4482,STM4482,-,RegulonDB
gntR,STM4483,STM4483,-,RegulonDB
gntR,STM4484,STM4484,-,RegulonDB
gntR,STM4485,STM4485,-,RegulonDB
gntR,STM3541,STM3541,-,RegulonDB
gutM,STM2832,STM2832,+,RegulonDB
gutM,STM2833,STM2833,+,RegulonDB
gutM,STM2834,STM2834,+,RegulonDB
gutM,STM2835,STM2835,+,RegulonDB
gutM,STM2836,STM2836,+,RegulonDB
gutM,STM2837,STM2837,+,RegulonDB
gutM,STM2838,STM2838,+,RegulonDB
h-NS,STM0039,STM0039,-,RegulonDB
h-NS,STM0040,STM0040,-,RegulonDB
h-NS,STM0068,STM0068,-,RegulonDB
h-NS,STM0069,STM0069,-,RegulonDB
h-NS,STM0070,STM0070,-,RegulonDB
h-NS,STM0071,STM0071,-,RegulonDB
h-NS,STM0072,STM0072,-,RegulonDB
h-NS,STM0073,STM0073,-,RegulonDB
h-NS,STM0074,STM0074,-,RegulonDB
h-NS,STM0115,STM0115,-,RegulonDB
h-NS,STM0116,STM0116,-,RegulonDB
h-NS,STM0117,STM0117,-,RegulonDB
h-NS,STM0209,STM0209,-,RegulonDB
h-NS,STM0446,STM0446,-,RegulonDB
h-NS,STM0586,STM0586,+,RegulonDB
h-NS,STM0588,STM0588,+,RegulonDB
h-NS,STM0589,STM0589,+,RegulonDB
h-NS,STM0740,STM0740,-,RegulonDB
h-NS,STM0741,STM0741,-,RegulonDB
h-NS,STM0773,STM0773,-,RegulonDB
h-NS,STM0774,STM0774,-,RegulonDB
h-NS,STM0775,STM0775,-,RegulonDB
h-NS,STM0776,STM0776,-,RegulonDB
h-NS,STM0831,STM0831,-,RegulonDB
h-NS,STM0943,STM0943,+,RegulonDB
h-NS,STM0959,STM0959,-,RegulonDB
h-NS,STM0991,STM0991,+,RegulonDB
h-NS,STM0992,STM0992,+,RegulonDB
h-NS,STM0993,STM0993,+,RegulonDB
h-NS,STM0994,STM0994,+,RegulonDB
h-NS,STM1139,STM1139,-,RegulonDB
h-NS,STM1140,STM1140,-,RegulonDB
h-NS,STM1141,STM1141,-,RegulonDB
h-NS,STM1142,STM1142,-,RegulonDB
h-NS,STM1751,STM1751,-,RegulonDB
h-NS,STM1730,STM1730,-,RegulonDB
h-NS,STM1729,STM1729,-,RegulonDB
h-NS,STM1563,STM1563,-,RegulonDB
h-NS,STM1483,STM1483,-,RegulonDB
h-NS,STM1482,STM1482,-,RegulonDB
h-NS,STM1924,STM1924,+,RegulonDB
h-NS,STM1925,STM1925,+,RegulonDB
h-NS,STM1935,STM1935,-,RegulonDB
h-NS,STM1954,STM1954,+,RegulonDB
h-NS,STM1955,STM1955,+,RegulonDB
h-NS,STM1956,STM1956,+,RegulonDB
h-NS,STM2771,STM2771,+,RegulonDB
h-NS,STM1982,STM1982,-,RegulonDB
h-NS,STM2269,STM2269,-,RegulonDB
h-NS,STM2270,STM2270,-,RegulonDB
h-NS,STM2277,STM2277,-,RegulonDB
h-NS,STM2278,STM2278,-,RegulonDB
h-NS,STM2279,STM2279,-,RegulonDB
h-NS,STM2351,STM2351,+,RegulonDB
h-NS,STM2352,STM2352,+,RegulonDB
h-NS,STM2353,STM2353,+,RegulonDB
h-NS,STM2354,STM2354,+,RegulonDB
h-NS,STM2440,STM2440,-,RegulonDB
h-NS,STM2441,STM2441,-,RegulonDB
h-NS,STM2442,STM2442,-,RegulonDB
h-NS,STM2443,STM2443,-,RegulonDB
h-NS,STM2444,STM2444,-,RegulonDB
h-NS,STM2553,STM2553,+,RegulonDB
h-NS,STM2789,STM2789,+,RegulonDB
h-NS,STM2790,STM2790,+,RegulonDB
h-NS,STM2791,STM2791,+,RegulonDB
h-NS,STM2792,STM2792,+,RegulonDB
h-NS,STM2793,STM2793,+,RegulonDB
h-NS,STM2799,STM2799,-,RegulonDB
h-NS,STM2809,STM2809,-,RegulonDB
h-NS,STM2810,STM2810,-,RegulonDB
h-NS,STM2811,STM2811,-,RegulonDB
h-NS,STM2832,STM2832,+,RegulonDB
h-NS,STM2833,STM2833,+,RegulonDB
h-NS,STM2834,STM2834,+,RegulonDB
h-NS,STM2835,STM2835,+,RegulonDB
h-NS,STM2836,STM2836,+,RegulonDB
h-NS,STM2837,STM2837,+,RegulonDB
h-NS,STM2838,STM2838,+,RegulonDB
h-NS,STM2937,STM2937,-,RegulonDB
h-NS,STM2938,STM2938,-,RegulonDB
h-NS,STM2939,STM2939,-,RegulonDB
h-NS,STM2941,STM2941,-,RegulonDB
h-NS,STM2956,STM2956,+,RegulonDB
h-NS,STM3061,STM3061,-,RegulonDB
h-NS,STM3247,STM3247,-,RegulonDB
h-NS,STM3248,STM3248,-,RegulonDB
h-NS,STM3249,STM3249,-,RegulonDB
h-NS,STM3390,STM3390,-,RegulonDB
h-NS,STM3391,STM3391,-,RegulonDB
h-NS,STM3474,STM3474,-,RegulonDB
h-NS,STM3475,STM3475,-,RegulonDB
h-NS,STM3476,STM3476,-,RegulonDB
h-NS,STM3477,STM3477,-,RegulonDB
h-NS,STM1562,STM1562,-,RegulonDB
h-NS,STM3649,STM3649,-,RegulonDB
h-NS,STM4295,STM4295,-,RegulonDB
h-NS,STM4296,STM4296,-,RegulonDB
h-NS,STM2559,STM2559,-,RegulonDB
h-NS,STM2558,STM2558,-,RegulonDB
h-NS,STM2557,STM2557,-,RegulonDB
h-NS,STM4451,STM4451,-,RegulonDB
h-NS,STM4452,STM4452,-,RegulonDB
h-NS,STM0716,STM0716,-,RegulonDB
h-NS,STM4546,STM4546,-,RegulonDB
h-NS,STM4547,STM4547,-,RegulonDB
h-NS,STM4548,STM4548,-,RegulonDB
h-NS,STM3897,STM3897,-,RegulonDB
h-NS,STM0587,STM0587,+,RegulonDB
hU,STM0697,STM0697,-,RegulonDB
hU,STM0698,STM0698,-,RegulonDB
hU,STM0773,STM0773,-,RegulonDB
hU,STM0774,STM0774,-,RegulonDB
hU,STM0775,STM0775,-,RegulonDB
hU,STM0776,STM0776,-,RegulonDB
hU,STM1937,STM1937,-,RegulonDB
hU,STM3279,STM3279,-,RegulonDB
hdfR,STM1924,STM1924,-,RegulonDB
hdfR,STM1925,STM1925,-,RegulonDB
hdfR,STM3330,STM3330,+,RegulonDB
hdfR,STM3331,STM3331,+,RegulonDB
hdfR,STM4575,STM4575,+,RegulonDB
higA,STM4030,STM4030,-,RegulonDB
higA,STM4031,STM4031,-,RegulonDB
higB;higA,STM4030,STM4030,-,RegulonDB
higB;higA,STM4031,STM4031,-,RegulonDB
hipAB,STM2956,STM2956,-,RegulonDB
hipB,STM2956,STM2956,-,RegulonDB
hipB,STM3219,STM3219,-,RegulonDB
his-tRNA,STM2071,STM2071,-,RegulonDB
his-tRNA,STM2072,STM2072,-,RegulonDB
his-tRNA,STM2073,STM2073,-,RegulonDB
his-tRNA,STM2074,STM2074,-,RegulonDB
his-tRNA,STM2075,STM2075,-,RegulonDB
his-tRNA,STM2076,STM2076,-,RegulonDB
his-tRNA,STM2077,STM2077,-,RegulonDB
his-tRNA,STM2078,STM2078,-,RegulonDB
hprR,STM0439,STM0439,-,RegulonDB
hprR,STM0440,STM0440,-,RegulonDB
hprR,STM0441,STM0441,-,RegulonDB
hprR,STM0442,STM0442,-,RegulonDB
hprR,STM0443,STM0443,-,RegulonDB
hprR,STM0350,STM0350,+,RegulonDB
hprR,STM1097,STM1097,+,RegulonDB
hypT,STM0245,STM0245,+,RegulonDB
hypT,STM0246,STM0246,+,RegulonDB
hypT,STM0247,STM0247,+,RegulonDB
hypT,STM0740,STM0740,+,RegulonDB
hypT,STM0741,STM0741,+,RegulonDB
hypT,STM2946,STM2946,+,RegulonDB
hypT,STM4100,STM4100,+,RegulonDB
hypT,STM4101,STM4101,+,RegulonDB
iclR,STM4183,STM4183,-,RegulonDB
iclR,STM4184,STM4184,-,RegulonDB
iclR,STM4185,STM4185,-,RegulonDB
iclR,STM4187,STM4187,-,RegulonDB
idnR,STM3542,STM3542,-,RegulonDB
idnR,STM4481,STM4481,+,RegulonDB
idnR,STM4482,STM4482,+,RegulonDB
idnR,STM4483,STM4483,+,RegulonDB
idnR,STM4484,STM4484,+,RegulonDB
idnR,STM4485,STM4485,+,RegulonDB
idnR,STM3541,STM3541,-,RegulonDB
ihf,STM0066,STM0066,+-,RegulonDB
ihf,STM0067,STM0067,+-,RegulonDB
ihf,STM0087,STM0087,+,RegulonDB
ihf,STM0169,STM0169,+,RegulonDB
ihf,STM0170,STM0170,-,RegulonDB
ihf,STM0730,STM0730,+,RegulonDB
ihf,STM0736,STM0736,-,RegulonDB
ihf,STM0737,STM0737,-,RegulonDB
ihf,STM0738,STM0738,-,RegulonDB
ihf,STM0739,STM0739,-,RegulonDB
ihf,STM0828,STM0828,+,RegulonDB
ihf,STM0829,STM0829,+,RegulonDB
ihf,STM0830,STM0830,+,RegulonDB
ihf,STM0831,STM0831,+,RegulonDB
ihf,STM0964,STM0964,-,RegulonDB
ihf,STM0965,STM0965,-,RegulonDB
ihf,STM0966,STM0966,-,RegulonDB
ihf,STM0973,STM0973,+,RegulonDB
ihf,STM0974,STM0974,+,RegulonDB
ihf,STM0982,STM0982,-,RegulonDB
ihf,STM1139,STM1139,+,RegulonDB
ihf,STM1140,STM1140,+,RegulonDB
ihf,STM1141,STM1141,+,RegulonDB
ihf,STM1142,STM1142,+,RegulonDB
ihf,STM1211,STM1211,-,RegulonDB
ihf,STM1777,STM1777,+,RegulonDB
ihf,STM1776,STM1776,+,RegulonDB
ihf,STM1775,STM1775,+,RegulonDB
ihf,STM1765,STM1765,+,RegulonDB
ihf,STM1764,STM1764,+,RegulonDB
ihf,STM1763,STM1763,+,RegulonDB
ihf,STM1762,STM1762,+,RegulonDB
ihf,STM1761,STM1761,+,RegulonDB
ihf,STM1690,STM1690,+,RegulonDB
ihf,STM1689,STM1689,+,RegulonDB
ihf,STM1688,STM1688,+,RegulonDB
ihf,STM1687,STM1687,+,RegulonDB
ihf,STM1686,STM1686,+,RegulonDB
ihf,STM1660,STM1660,+,RegulonDB
ihf,STM1565,STM1565,+,RegulonDB
ihf,STM1431,STM1431,-,RegulonDB
ihf,STM1374,STM1374,+,RegulonDB
ihf,STM1373,STM1373,+,RegulonDB
ihf,STM1372,STM1372,+,RegulonDB
ihf,STM1371,STM1371,+,RegulonDB
ihf,STM1370,STM1370,+,RegulonDB
ihf,STM1369,STM1369,+,RegulonDB
ihf,STM1339,STM1339,-,RegulonDB
ihf,STM1311,STM1311,-,RegulonDB
ihf,STM1924,STM1924,-,RegulonDB
ihf,STM1925,STM1925,-,RegulonDB
ihf,STM1937,STM1937,-,RegulonDB
ihf,STM1954,STM1954,-,RegulonDB
ihf,STM1955,STM1955,-,RegulonDB
ihf,STM1956,STM1956,-,RegulonDB
ihf,STM2267,STM2267,-,RegulonDB
ihf,STM2282,STM2282,-,RegulonDB
ihf,STM2283,STM2283,-,RegulonDB
ihf,STM2316,STM2316,-,RegulonDB
ihf,STM2317,STM2317,-,RegulonDB
ihf,STM2318,STM2318,-,RegulonDB
ihf,STM2319,STM2319,-,RegulonDB
ihf,STM2320,STM2320,-,RegulonDB
ihf,STM2321,STM2321,-,RegulonDB
ihf,STM2322,STM2322,-,RegulonDB
ihf,STM2323,STM2323,-,RegulonDB
ihf,STM2324,STM2324,-,RegulonDB
ihf,STM2325,STM2325,-,RegulonDB
ihf,STM2326,STM2326,-,RegulonDB
ihf,STM2327,STM2327,-,RegulonDB
ihf,STM2328,STM2328,-,RegulonDB
ihf,STM2450,STM2450,-,RegulonDB
ihf,STM2451,STM2451,-,RegulonDB
ihf,STM2637,STM2637,-,RegulonDB
ihf,STM2638,STM2638,-,RegulonDB
ihf,STM2639,STM2639,-,RegulonDB
ihf,STM2640,STM2640,-,RegulonDB
ihf,STM2809,STM2809,+,RegulonDB
ihf,STM2810,STM2810,+,RegulonDB
ihf,STM2811,STM2811,+,RegulonDB
ihf,STM2840,STM2840,+-,RegulonDB
ihf,STM2841,STM2841,+-,RegulonDB
ihf,STM2845,STM2845,+,RegulonDB
ihf,STM2846,STM2846,+,RegulonDB
ihf,STM2847,STM2847,+,RegulonDB
ihf,STM2848,STM2848,+,RegulonDB
ihf,STM2849,STM2849,+,RegulonDB
ihf,STM2850,STM2850,+,RegulonDB
ihf,STM2851,STM2851,+,RegulonDB
ihf,STM2852,STM2852,+,RegulonDB
ihf,STM2853,STM2853,+,RegulonDB
ihf,STM2854,STM2854,+,RegulonDB
ihf,STM2855,STM2855,+,RegulonDB
ihf,STM2856,STM2856,+,RegulonDB
ihf,STM2857,STM2857,+,RegulonDB
ihf,STM2858,STM2858,+,RegulonDB
ihf,STM2859,STM2859,+,RegulonDB
ihf,STM2946,STM2946,+,RegulonDB
ihf,STM2947,STM2947,+,RegulonDB
ihf,STM2948,STM2948,+,RegulonDB
ihf,STM3218,STM3218,?,RegulonDB
ihf,STM3241,STM3241,+,RegulonDB
ihf,STM3242,STM3242,+,RegulonDB
ihf,STM3243,STM3243,+,RegulonDB
ihf,STM3244,STM3244,+,RegulonDB
ihf,STM3245,STM3245,+,RegulonDB
ihf,STM3279,STM3279,-,RegulonDB
ihf,STM3330,STM3330,+,RegulonDB
ihf,STM3331,STM3331,+,RegulonDB
ihf,STM4575,STM4575,+,RegulonDB
ihf,STM3384,STM3384,+,RegulonDB
ihf,STM3385,STM3385,+,RegulonDB
ihf,STM3474,STM3474,+-,RegulonDB
ihf,STM3475,STM3475,+-,RegulonDB
ihf,STM3476,STM3476,+-,RegulonDB
ihf,STM3477,STM3477,+-,RegulonDB
ihf,STM3501,STM3501,-,RegulonDB
ihf,STM3502,STM3502,-,RegulonDB
ihf,STM3519,STM3519,+,RegulonDB
ihf,STM3568,STM3568,+,RegulonDB
ihf,STM3590,STM3590,-,RegulonDB
ihf,STM3591,STM3591,+,RegulonDB
ihf,STM3626,STM3626,+,RegulonDB
ihf,STM3627,STM3627,+,RegulonDB
ihf,STM3628,STM3628,+,RegulonDB
ihf,STM3629,STM3629,+,RegulonDB
ihf,STM3630,STM3630,+,RegulonDB
ihf,STM3667,STM3667,-,RegulonDB
ihf,STM3668,STM3668,+,RegulonDB
ihf,STM3669,STM3669,+,RegulonDB
ihf,STM3671,STM3671,+,RegulonDB
ihf,STM3672,STM3672,+,RegulonDB
ihf,STM3673,STM3673,+,RegulonDB
ihf,STM3674,STM3674,+,RegulonDB
ihf,STM3675,STM3675,+,RegulonDB
ihf,STM3676,STM3676,+,RegulonDB
ihf,STM3677,STM3677,+,RegulonDB
ihf,STM3808,STM3808,+,RegulonDB
ihf,STM3853,STM3853,+,RegulonDB
ihf,STM3854,STM3854,+,RegulonDB
ihf,STM3855,STM3855,+,RegulonDB
ihf,STM3856,STM3856,+,RegulonDB
ihf,STM3857,STM3857,+,RegulonDB
ihf,STM3900,STM3900,+-,RegulonDB
ihf,STM3902,STM3902,+-,RegulonDB
ihf,STM3903,STM3903,+-,RegulonDB
ihf,STM3904,STM3904,+-,RegulonDB
ihf,STM3905,STM3905,+-,RegulonDB
ihf,STM4055,STM4055,-,RegulonDB
ihf,STM4183,STM4183,+,RegulonDB
ihf,STM4184,STM4184,+,RegulonDB
ihf,STM4185,STM4185,+,RegulonDB
ihf,STM4222,STM4222,+,RegulonDB
ihf,STM4223,STM4223,+,RegulonDB
ihf,STM4224,STM4224,+,RegulonDB
ihf,STM4225,STM4225,+,RegulonDB
ihf,STM4233,STM4233,-,RegulonDB
ihf,STM4234,STM4234,-,RegulonDB
ihf,STM4244,STM4244,+,RegulonDB
ihf,STM4273,STM4273,-,RegulonDB
ihf,STM4274,STM4274,-,RegulonDB
ihf,STM4275,STM4275,-,RegulonDB
ihf,STM4277,STM4277,+-,RegulonDB
ihf,STM4278,STM4278,+-,RegulonDB
ihf,STM4279,STM4279,+-,RegulonDB
ihf,STM4280,STM4280,+-,RegulonDB
ihf,STM4282,STM4282,+-,RegulonDB
ihf,STM4296,STM4296,+,RegulonDB
ihf,STM4382,STM4382,-,RegulonDB
ihf,STM4383,STM4383,-,RegulonDB
ihf,STM4384,STM4384,-,RegulonDB
ihf,STM4385,STM4385,-,RegulonDB
ihf,STM4386,STM4386,-,RegulonDB
ihf,STM4387,STM4387,-,RegulonDB
ihf,STM4388,STM4388,-,RegulonDB
ihf,STM0716,STM0716,+,RegulonDB
ihf,STM4561,STM4561,-,RegulonDB
ihf,STM3240,STM3240,+,RegulonDB
ihf,STM3518,STM3518,+,RegulonDB
ile-tRNA,STM0002,STM0002,-,RegulonDB
ile-tRNA,STM0003,STM0003,-,RegulonDB
ile-tRNA,STM0004,STM0004,-,RegulonDB
ile-tRNA,STM3902,STM3902,-,RegulonDB
ile-tRNA,STM3903,STM3903,-,RegulonDB
ile-tRNA,STM3904,STM3904,-,RegulonDB
ile-tRNA,STM3905,STM3905,-,RegulonDB
ilvY,STM3908,STM3908,-,RegulonDB
ilvY,STM3909,STM3909,+,RegulonDB
iscR,STM0204,STM0204,-,RegulonDB
iscR,STM1786,STM1786,-,RegulonDB
iscR,STM1787,STM1787,-,RegulonDB
iscR,STM1788,STM1788,-,RegulonDB
iscR,STM1789,STM1789,-,RegulonDB
iscR,STM1790,STM1790,-,RegulonDB
iscR,STM1791,STM1791,-,RegulonDB
iscR,STM1374,STM1374,+,RegulonDB
iscR,STM1373,STM1373,+,RegulonDB
iscR,STM1372,STM1372,+,RegulonDB
iscR,STM1371,STM1371,+,RegulonDB
iscR,STM1370,STM1370,+,RegulonDB
iscR,STM1369,STM1369,+,RegulonDB
iscR,STM1345,STM1345,+,RegulonDB
iscR,STM2255,STM2255,-,RegulonDB
iscR,STM2256,STM2256,-,RegulonDB
iscR,STM2257,STM2257,-,RegulonDB
iscR,STM2258,STM2258,-,RegulonDB
iscR,STM2259,STM2259,-,RegulonDB
iscR,STM2260,STM2260,-,RegulonDB
iscR,STM2261,STM2261,-,RegulonDB
iscR,STM2541,STM2541,-,RegulonDB
iscR,STM2542,STM2542,-,RegulonDB
iscR,STM2543,STM2543,-,RegulonDB
iscR,STM2544,STM2544,-,RegulonDB
iscR,STM2805,STM2805,+,RegulonDB
iscR,STM2806,STM2806,+,RegulonDB
iscR,STM2807,STM2807,+,RegulonDB
iscR,STM2808,STM2808,+,RegulonDB
iscR,STM3511,STM3511,-,RegulonDB
kdgR,STM1884,STM1884,-,RegulonDB
kdgR,STM1885,STM1885,-,RegulonDB
kdpE,STM0704,STM0704,+,RegulonDB
kdpE,STM0705,STM0705,+,RegulonDB
kdpE,STM0706,STM0706,+,RegulonDB
kdpE,STM0707,STM0707,+,RegulonDB
leu-tRNA,STM0110,STM0110,-,RegulonDB
leu-tRNA,STM0111,STM0111,-,RegulonDB
leu-tRNA,STM0112,STM0112,-,RegulonDB
leu-tRNA,STM0113,STM0113,-,RegulonDB
leu-tRNA,STM3795,STM3795,-,RegulonDB
leu-tRNA,STM3796,STM3796,-,RegulonDB
leu-tRNA,STM3902,STM3902,-,RegulonDB
leu-tRNA,STM3903,STM3903,-,RegulonDB
leu-tRNA,STM3904,STM3904,-,RegulonDB
leu-tRNA,STM3905,STM3905,-,RegulonDB
leuO,STM0110,STM0110,+,RegulonDB
leuO,STM0111,STM0111,+,RegulonDB
leuO,STM0112,STM0112,+,RegulonDB
leuO,STM0113,STM0113,+,RegulonDB
leuO,STM0114,STM0114,+,RegulonDB
leuO,STM0115,STM0115,+-,RegulonDB
leuO,STM2937,STM2937,+,RegulonDB
leuO,STM2938,STM2938,+,RegulonDB
leuO,STM2939,STM2939,+,RegulonDB
leuO,STM2941,STM2941,+,RegulonDB
leuO,STM2557,STM2557,-,RegulonDB
leuO,STM4547,STM4547,+,RegulonDB
leuO,STM4548,STM4548,+,RegulonDB
lexA,STM0097,STM0097,-,RegulonDB
lexA,STM0121,STM0121,-,RegulonDB
lexA,STM0122,STM0122,-,RegulonDB
lexA,STM0123,STM0123,-,RegulonDB
lexA,STM0124,STM0124,-,RegulonDB
lexA,STM0125,STM0125,-,RegulonDB
lexA,STM0126,STM0126,-,RegulonDB
lexA,STM0127,STM0127,-,RegulonDB
lexA,STM0128,STM0128,-,RegulonDB
lexA,STM0129,STM0129,-,RegulonDB
lexA,STM0130,STM0130,-,RegulonDB
lexA,STM0131,STM0131,-,RegulonDB
lexA,STM0132,STM0132,-,RegulonDB
lexA,STM0133,STM0133,-,RegulonDB
lexA,STM0134,STM0134,-,RegulonDB
lexA,STM3516,STM3516,-,RegulonDB
lexA,STM3517,STM3517,-,RegulonDB
lexA,STM0313,STM0313,-,RegulonDB
lexA,STM3653,STM3653,-,RegulonDB
lexA,STM0695,STM0695,-,RegulonDB
lexA,STM0709,STM0709,-,RegulonDB
lexA,STM0798,STM0798,-,RegulonDB
lexA,STM0821,STM0821,-,RegulonDB
lexA,STM0822,STM0822,-,RegulonDB
lexA,STM1071,STM1071,-,RegulonDB
lexA,STM1162,STM1162,-,RegulonDB
lexA,STM1998,STM1998,-,RegulonDB
lexA,STM1997,STM1997,-,RegulonDB
lexA,STM1321,STM1321,-,RegulonDB
lexA,STM1309,STM1309,-,RegulonDB
lexA,STM1882,STM1882,-,RegulonDB
lexA,STM1894,STM1894,-,RegulonDB
lexA,STM1895,STM1895,-,RegulonDB
lexA,STM1946,STM1946,-,RegulonDB
lexA,STM1947,STM1947,-,RegulonDB
lexA,STM2061,STM2061,-,RegulonDB
lexA,STM2684,STM2684,-,RegulonDB
lexA,STM2828,STM2828,-,RegulonDB
lexA,STM2829,STM2829,-,RegulonDB
lexA,STM2993,STM2993,-,RegulonDB
lexA,STM2994,STM2994,-,RegulonDB
lexA,STM2995,STM2995,-,RegulonDB
lexA,STM3209,STM3209,-,RegulonDB
lexA,STM3210,STM3210,-,RegulonDB
lexA,STM3211,STM3211,-,RegulonDB
lexA,STM3951,STM3951,-,RegulonDB
lexA,STM3958,STM3958,-,RegulonDB
lexA,STM4237,STM4237,-,RegulonDB
lexA,STM4238,STM4238,-,RegulonDB
lexA,STM4254,STM4254,-,RegulonDB
lexA,STM4256,STM4256,-,RegulonDB
lexA,STM4523,STM4523,-,RegulonDB
lexA,STM3796B,STM3796B,-,RegulonDB
lldR,STM3692,STM3692,+-,RegulonDB
lldR,STM3693,STM3693,+-,RegulonDB
lldR,STM3694,STM3694,+-,RegulonDB
lrhA,STM0115,STM0115,+,RegulonDB
lrhA,STM1924,STM1924,-,RegulonDB
lrhA,STM1925,STM1925,-,RegulonDB
lrhA,STM2330,STM2330,+,RegulonDB
lrp,STM0002,STM0002,+-,RegulonDB
lrp,STM0003,STM0003,+-,RegulonDB
lrp,STM0004,STM0004,+-,RegulonDB
lrp,STM0110,STM0110,+-,RegulonDB
lrp,STM0111,STM0111,+-,RegulonDB
lrp,STM0112,STM0112,+-,RegulonDB
lrp,STM0113,STM0113,+-,RegulonDB
lrp,STM0114,STM0114,+-,RegulonDB
lrp,STM0116,STM0116,+-,RegulonDB
lrp,STM0117,STM0117,+-,RegulonDB
lrp,STM0131,STM0131,-,RegulonDB
lrp,STM0132,STM0132,-,RegulonDB
lrp,STM0133,STM0133,-,RegulonDB
lrp,STM0339,STM0339,+-,RegulonDB
lrp,STM0316,STM0316,+-,RegulonDB
lrp,STM0399,STM0399,-,RegulonDB
lrp,STM0400,STM0400,+-,RegulonDB
lrp,STM0417,STM0417,+-,RegulonDB
lrp,STM0418,STM0418,+-,RegulonDB
lrp,STM2395,STM2395,+-,RegulonDB
