locus_tag,start,stop,strand,gene_name,start_codon_pos
PA1946,2130854,2131813,+,rbsB,2130854
PA1947,2131835,2133367,+,rbsA,2131835
PA1948,2133391,2134389,+,rbsC,2133391
PA1949,2134393,2135406,+,rbsR,2134393
PA1950,2135460,2136386,+,rbsK,2135460
PA1951,2136520,2137785,-,PA1951,2137785
PA1952,2137846,2138598,-,PA1952,2138598
PA1953,2138612,2139292,-,PA1953,2139292
PA1954,2139354,2140376,-,PA1954,2140376
PA1955,2140433,2141002,-,PA1955,2141002
PA1956,2140999,2141487,-,PA1956,2141487
PA1957,2141790,2142317,-,PA1957,2142317
PA1958,2142314,2142889,-,PA1958,2142889
PA1959,2143173,2144006,+,bacA,2143173
PA1960,2144077,2144799,+,PA1960,2144077
PA1961,2144810,2145745,-,PA1961,2145745
PA1962,2145894,2146502,+,azoR2,2145894
PA1963,2146609,2146875,+,PA1963,2146609
PA1964,2146961,2148526,-,PA1964,2148526
PA1965,2148854,2149189,+,PA1965,2148854
PA1966,2149472,2149843,+,PA1966,2149472
PA1967,2149864,2150364,-,PA1967,2150364
PA1968,2150524,2150781,+,PA1968,2150524
PA1969,2150828,2151220,+,PA1969,2150828
PA1970,2151287,2151526,-,PA1970,2151526
PA1971,2151755,2153068,-,braZ,2153068
PA1972,2153594,2155297,+,PA1972,2153594
PA1973,2155374,2157701,+,pqqF,2155374
PA1974,2157968,2159167,+,PA1974,2157968
PA1975,2159270,2160433,+,PA1975,2159270
PA1976,2160363,2163008,+,ercS',2160363
PA1977,2163010,2163873,-,PA1977,2163873
PA1978,2163883,2164548,-,PA1978,2164548
PA1979,2165213,2165863,+,eraS,2165213
PA1980,2165876,2166553,+,eraR,2165876
PA1981,2166580,2167227,-,PA1981,2167227
PA1982,2167281,2169152,-,exaA,2169152
PA1983,2169464,2169901,+,exaB,2169464
PA1984,2169988,2171508,+,exaC,2169988
PA1985,2171865,2171936,+,pqqA,2171865
PA1986,2171989,2172903,+,pqqB,2171989
PA1987,2172913,2173665,+,pqqC,2172913
PA1988,2173662,2173940,+,pqqD,2173662
PA1989,2173912,2175057,+,pqqE,2173912
PA1990,2175062,2176888,+,pqqH,2175062
PA1991,2176974,2178137,+,PA1991,2176974
PA1992,2178121,2179815,+,ercS,2178121
PA1993,2179848,2181056,-,PA1993,2181056
PA1994,2181181,2181744,-,PA1994,2181744
PA1995,2181741,2182097,-,PA1995,2182097
PA1996,2182116,2182394,-,ppiC1,2182394
PA1997,2182452,2184407,-,PA1997,2184407
PA1998,2184475,2185395,-,dhcR,2185395
PA1999,2185527,2186225,+,dhcA,2185527
PA2000,2186260,2186916,+,dhcB,2186260
PA2001,2187065,2188246,+,atoB,2187065
PA2002,2188459,2189883,+,PA2002,2188459
PA2003,2190084,2190854,-,bdhA,2190854
PA2004,2190891,2192282,-,PA2004,2192282
PA2005,2192544,2193989,-,PA2005,2193989
PA2006,2194058,2195410,-,PA2006,2195410
PA2007,2195494,2196132,-,maiA,2196132
PA2008,2196129,2197427,-,fahA,2197427
PA2009,2197432,2198730,-,hmgA,2198730
PA2010,2198891,2199694,+,PA2010,2198891
PA2011,2199762,2200664,-,liuE,2200664
PA2012,2200685,2202652,-,liuD,2202652
PA2013,2202649,2203446,-,liuC,2203446
PA2014,2203460,2205067,-,liuB,2205067
PA2015,2205190,2206353,-,liuA,2206353
PA2016,2206402,2206806,-,liuR,2206806
PA2017,2206999,2207928,+,PA2017,2206999
PA2018,2208169,2211306,-,PA2018,2211306
PA2019,2211322,2212512,-,PA2019,2212512
PA2020,2212677,2213309,+,PA2020,2212677
PA2021,2213315,2213539,-,PA2021,2213539
PA2022,2213693,2215054,+,PA2022,2213693
PA2023,2215102,2215941,+,galU,2215102
PA2024,2216121,2216543,-,PA2024,2216543
PA2025,2216688,2218043,+,gor,2216688
PA2026,2218098,2219099,-,PA2026,2219099
PA2027,2219253,2219645,-,PA2027,2219645
PA2028,2219778,2220251,+,PA2028,2219778
PA2029,2220275,2220574,+,PA2029,2220275
PA2030,2220649,2220906,-,PA2030,2220906
PA2031,2220903,2221157,-,PA2031,2221157
PA2032,2221337,2222761,+,PA2032,2221337
PA2033,2222896,2223804,+,PA2033,2222896
PA2034,2223804,2224478,+,PA2034,2223804
PA2035,2224486,2226144,-,PA2035,2226144
PA2036,2226879,2227400,+,PA2036,2226879
PA2037,2227541,2229001,+,PA2037,2227541
PA2038,2229126,2229440,-,PA2038,2229440
PA2039,2229425,2230183,-,PA2039,2230183
PA2040,2230689,2232065,+,PA2040,2230689
PA2041,2232222,2233592,+,PA2041,2232222
PA2042,2234080,2235309,+,PA2042,2234080
PA2043,2235430,2236332,+,PA2043,2235430
PA2044,2236492,2238366,-,PA2044,2238366
PA2045,2238541,2238801,-,PA2045,2238801
PA2047,2240302,2241291,-,PA2047,2241291
PA2048,2241816,2242112,+,PA2048,2241816
PA2049,2242170,2244164,-,PA2049,2244164
PA2050,2244492,2244998,+,PA2050,2244492
PA2051,2244995,2245948,+,PA2051,2244995
PA2052,2245986,2246456,-,cynS,2246456
PA2053,2246496,2247158,-,cynT,2247158
PA2054,2247273,2248160,+,cynR,2247273
PA2055,2248167,2249582,-,PA2055,2249582
PA2056,2249693,2250595,+,PA2056,2249693
PA2057,2251275,2253815,+,PA2057,2251275
PA2058,2253819,2255627,+,PA2058,2253819
PA2059,2255629,2256702,+,PA2059,2255629
PA2060,2256704,2257720,+,PA2060,2256704
PA2061,2257722,2259332,+,PA2061,2257722
PA2062,2259478,2260659,+,PA2062,2259478
PA2063,2260862,2262085,+,PA2063,2260862
PA2064,2262105,2263082,-,pcoB,2263082
PA2065,2263079,2264977,-,pcoA,2264977
PA2066,2265126,2265764,-,PA2066,2265764
PA2067,2265761,2266429,-,PA2067,2266429
PA2068,2266431,2267594,-,PA2068,2267594
PA2069,2267638,2269362,-,PA2069,2269362
PA2070,2269542,2272184,-,PA2070,2272184
PA2071,2272460,2274568,+,fusA2,2272460
PA2072,2274740,2277334,+,PA2072,2274740
PA2073,2277552,2278982,+,PA2073,2277552
PA2074,2278982,2279794,+,PA2074,2278982
PA2075,2279917,2281578,-,PA2075,2281578
PA2076,2282480,2283382,+,PA2076,2282480
PA2077,2283419,2285323,-,PA2077,2285323
PA2078,2285363,2287237,-,PA2078,2287237
PA2079,2287523,2288929,-,PA2079,2288929
PA2080,2289085,2290335,-,kynU,2290335
PA2081,2290339,2290980,-,kynB,2290980
PA2082,2291113,2291589,+,PA2082,2291113
PA2083,2291791,2293065,+,PA2083,2291791
PA2084,2293153,2294985,+,PA2084,2293153
PA2085,2295013,2295522,+,PA2085,2295013
PA2086,2295533,2296435,+,PA2086,2295533
PA2087,2296432,2297088,+,PA2087,2296432
PA2088,2297072,2297920,+,PA2088,2297072
PA2089,2298012,2300663,+,PA2089,2298012
PA2090,2300676,2301755,+,PA2090,2300676
PA2091,2301752,2303035,+,PA2091,2301752
PA2092,2303022,2304215,+,PA2092,2303022
PA2093,2304318,2304827,+,PA2093,2304318
PA2094,2304824,2305780,+,PA2094,2304824
PA2095,2305782,2306627,-,PA2095,2306627
PA2096,2306776,2307810,-,PA2096,2307810
PA2097,2307957,2309432,+,PA2097,2307957
PA2098,2309443,2310372,+,PA2098,2309443
PA2099,2310357,2311112,+,PA2099,2310357
PA2100,2311333,2312766,-,PA2100,2312766
PA2101,2312899,2313789,+,PA2101,2312899
PA2102,2313791,2314249,+,PA2102,2313791
PA2103,2314512,2315690,+,PA2103,2314512
PA2104,2315709,2316626,+,PA2104,2315709
PA2105,2316708,2317403,+,PA2105,2316708
PA2106,2317400,2318134,+,PA2106,2317400
PA2107,2318226,2318624,-,PA2107,2318624
PA2108,2318795,2320567,+,PA2108,2318795
PA2109,2320586,2321062,-,PA2109,2321062
PA2110,2321130,2322071,-,PA2110,2322071
PA2111,2322068,2322781,-,PA2111,2322781
PA2112,2322778,2323521,-,PA2112,2323521
PA2113,2323554,2324783,-,opdO,2324783
PA2114,2324808,2326079,-,PA2114,2326079
PA2115,2326334,2327287,+,PA2115,2326334
PA2116,2327394,2328191,+,PA2116,2327394
PA2117,2328176,2329156,-,PA2117,2329156
PA2118,2329348,2330424,+,ada,2329348
PA2118a,2330591,2330833,-,PA2118a,2330833
PA2119,2330959,2332059,-,PA2119,2332059
PA2120,2332392,2332820,-,PA2120,2332820
PA2121,2332968,2333873,-,PA2121,2333873
PA2122,2333999,2335135,+,PA2122,2333999
PA2123,2335172,2336104,+,PA2123,2335172
PA2124,2336209,2337846,+,PA2124,2336209
PA2125,2337868,2339316,+,PA2125,2337868
PA2126,2339352,2339987,-,PA2126,2339987
PA2127,2340414,2341640,-,PA2127,2341640
PA2128,2342493,2343044,+,cupA1,2342493
PA2129,2343132,2343878,+,cupA2,2343132
PA2130,2343862,2346480,+,cupA3,2343862
PA2131,2346477,2347838,+,cupA4,2346477
PA2132,2347828,2348541,+,cupA5,2347828
PA2133,2348538,2349395,+,PA2133,2348538
PA2134,2349488,2350060,+,PA2134,2349488
PA2135,2350089,2351453,+,PA2135,2350089
PA2136,2351906,2352430,-,PA2136,2352430
PA2137,2352532,2353068,+,PA2137,2352532
PA2138,2353086,2355608,+,PA2138,2353086
PA2140,2355918,2356157,+,PA2140,2355918
PA2141,2356168,2356716,+,PA2141,2356168
PA2142,2356713,2357573,+,PA2142,2356713
PA2142a,2357593,2357781,-,PA2142a,2357781
PA2143,2358024,2358311,+,PA2143,2358024
PA2144,2358364,2360802,+,glgP,2358364
PA2145,2360809,2361207,-,PA2145,2361207
PA2146,2361706,2361873,+,PA2146,2361706
PA2147,2361954,2364083,+,katE,2361954
PA2148,2364311,2364802,+,PA2148,2364311
PA2149,2364816,2365058,+,PA2149,2364816
PA2150,2365081,2365962,+,PA2150,2365081
PA2151,2366106,2368100,+,PA2151,2366106
PA2152,2368111,2371413,+,PA2152,2368111
PA2153,2371410,2373608,+,glgB,2371410
PA2154,2373610,2374605,-,PA2154,2374605
PA2155,2374602,2375807,-,PA2155,2375807
PA2156,2375804,2376541,-,PA2156,2376541
PA2157,2376538,2377476,-,PA2157,2377476
PA2158,2377480,2378727,-,PA2158,2378727
PA2159,2378794,2379210,-,PA2159,2379210
PA2160,2379310,2381460,-,PA2160,2381460
PA2161,2381473,2381778,-,PA2161,2381778
PA2162,2381775,2384555,-,PA2162,2384555
PA2163,2384548,2386602,-,PA2163,2386602
PA2164,2386595,2388346,-,PA2164,2388346
PA2165,2388346,2389887,-,PA2165,2389887
PA2166,2390255,2390620,+,PA2166,2390255
PA2167,2390949,2392046,+,PA2167,2390949
PA2168,2392043,2392819,+,PA2168,2392043
PA2169,2392945,2393397,+,PA2169,2392945
PA2170,2393424,2393633,+,PA2170,2393424
PA2171,2393708,2394178,+,PA2171,2393708
PA2172,2394182,2395258,+,PA2172,2394182
PA2173,2395285,2395635,+,PA2173,2395285
PA2173a,2395691,2395912,+,PA2173a,2395691
PA2174,2395944,2396252,-,PA2174,2396252
PA2175,2396536,2396883,-,PA2175,2396883
PA2176,2396896,2397486,-,PA2176,2397486
PA2177,2397569,2399668,+,PA2177,2397569
PA2178,2399672,2400280,-,PA2178,2400280
PA2179,2400655,2401605,-,PA2179,2401605
PA2180,2401589,2402965,-,PA2180,2402965
PA2181,2403151,2404284,+,PA2181,2403151
PA2182,2404386,2404655,-,PA2182,2404655
PA2183,2404949,2405233,-,PA2183,2405233
PA2184,2405230,2405739,-,PA2184,2405739
PA2185,2405993,2406877,+,katN,2405993
PA2187,2407236,2407661,+,PA2187,2407236
PA2188,2407681,2408847,-,PA2188,2408847
PA2189,2409107,2409661,+,PA2189,2409107
PA2190,2409837,2410181,+,PA2190,2409837
PA2191,2410344,2411480,-,exoY,2411480
PA2192,2411709,2412122,+,PA2192,2411709
PA2193,2412546,2412860,+,hcnA,2412546
PA2194,2412857,2414251,+,hcnB,2412857
PA2195,2414254,2415507,+,hcnC,2414254
PA2196,2415661,2416245,+,PA2196,2415661
PA2197,2416376,2417413,+,PA2197,2416376
PA2198,2417410,2417754,+,PA2198,2417410
PA2199,2417760,2418635,+,PA2199,2417760
PA2200,2418723,2420318,+,PA2200,2418723
PA2201,2420443,2421327,+,PA2201,2420443
PA2202,2421343,2422020,-,PA2202,2422020
PA2203,2422022,2422738,-,PA2203,2422738
PA2204,2422819,2423625,-,PA2204,2423625
PA2205,2423924,2424400,-,PA2205,2424400
PA2206,2424482,2425429,-,PA2206,2425429
PA2207,2425497,2427017,-,PA2207,2427017
PA2208,2427014,2427544,-,PA2208,2427544
PA2209,2427572,2428669,-,PA2209,2428669
PA2210,2428852,2430177,+,PA2210,2428852
PA2211,2430170,2431129,+,PA2211,2430170
PA2212,2431126,2432139,+,PA2212,2431126
PA2213,2432312,2433562,+,PA2213,2432312
PA2214,2433748,2435070,+,PA2214,2433748
PA2215,2435101,2436276,+,PA2215,2435101
PA2216,2436304,2437299,+,PA2216,2436304
PA2217,2437428,2439011,+,PA2217,2437428
PA2218,2439150,2440253,-,PA2218,2440253
PA2219,2440347,2441555,-,opdE,2441555
PA2220,2441771,2442691,+,PA2220,2441771
PA2221,2443161,2444366,+,PA2221,2443161
PA2222,2444886,2445533,-,PA2222,2445533
PA2223,2445545,2446564,-,PA2223,2446564
PA2224,2446597,2447325,-,PA2224,2447325
PA2225,2447573,2447989,-,PA2225,2447989
PA2226,2448033,2448533,-,PA2226,2448533
PA2227,2448568,2449545,-,vqsM,2449545
PA2228,2449554,2450765,-,PA2228,2450765
PA2229,2451707,2452426,+,PA2229,2451707
PA2230,2452469,2453140,+,PA2230,2452469
PA2231,2453667,2455103,+,pslA,2453667
PA2232,2455103,2456569,+,pslB,2455103
PA2233,2456569,2457480,+,pslC,2456569
PA2234,2457510,2458280,+,pslD,2457510
PA2235,2458295,2460283,+,pslE,2458295
PA2236,2460283,2461470,+,pslF,2460283
PA2237,2461460,2462788,+,pslG,2461460
PA2238,2462797,2464005,+,pslH,2462797
PA2239,2463996,2465099,+,pslI,2463996
PA2240,2465102,2466538,+,pslJ,2465102
PA2241,2466540,2467949,+,pslK,2466540
PA2242,2468032,2469099,+,pslL,2468032
PA2243,2469286,2471019,+,pslM,2469286
PA2244,2471075,2472076,+,pslN,2471075
PA2246,2472442,2472903,-,bkdR,2472903
PA2247,2473213,2474445,+,bkdA1,2473213
PA2248,2474442,2475494,+,bkdA2,2474442
PA2249,2475495,2476781,+,bkdB,2475495
PA2250,2476785,2478179,+,lpdV,2476785
PA2251,2478312,2479130,-,PA2251,2479130
PA2252,2479299,2480744,+,PA2252,2479299
PA2253,2480844,2481830,+,ansA,2480844
PA2254,2482045,2483031,+,pvcA,2482045
PA2255,2483049,2483924,+,pvcB,2483049
PA2256,2483976,2485478,+,pvcC,2483976
PA2257,2485471,2486118,+,pvcD,2485471
PA2258,2486355,2487293,-,ptxR,2487293
PA2259,2487856,2488878,+,ptxS,2487856
PA2260,2488950,2489732,+,PA2260,2488950
PA2261,2489725,2490675,+,PA2261,2489725
PA2262,2490738,2492045,+,PA2262,2490738
PA2263,2492064,2493050,+,PA2263,2492064
PA2264,2493218,2493934,+,PA2264,2493218
PA2265,2493937,2495712,+,PA2265,2493937
PA2266,2495724,2497043,+,PA2266,2495724
PA2267,2497116,2498012,-,PA2267,2498012
PA2268,2498099,2499169,+,PA2268,2498099
PA2269,2499133,2500338,-,PA2269,2500338
PA2270,2500485,2501075,+,PA2270,2500485
PA2271,2501083,2501598,+,PA2271,2501083
PA2272,2501720,2503417,+,pbpC,2501720
PA2273,2503425,2503895,-,soxR,2503895
PA2274,2503973,2504350,+,PA2274,2503973
PA2275,2504375,2505436,-,PA2275,2505436
PA2276,2505645,2506535,+,PA2276,2505645
PA2277,2506614,2506964,+,arsR,2506614
PA2278,2506978,2508261,+,arsB,2506978
PA2279,2508293,2508763,+,arsC,2508293
PA2280,2508775,2509467,+,PA2280,2508775
PA2281,2509480,2510334,-,PA2281,2510334
PA2282,2510622,2511050,+,PA2282,2510622
PA2283,2511057,2512514,+,PA2283,2511057
PA2284,2512511,2513182,+,PA2284,2512511
PA2285,2513179,2513841,+,PA2285,2513179
PA2286,2513842,2515386,+,PA2286,2513842
PA2287,2515373,2516008,+,PA2287,2515373
PA2288,2516021,2516308,-,PA2288,2516308
PA2289,2516429,2518561,-,PA2289,2518561
PA2290,2518693,2521104,-,gcd,2521104
PA2291,2521258,2522616,-,PA2291,2522616
PA2292,2522958,2523239,-,PA2292,2523239
PA2293,2523236,2524201,-,PA2293,2524201
PA2294,2524198,2525052,-,PA2294,2525052
PA2295,2525049,2525846,-,PA2295,2525846
PA2296,2525871,2527277,-,PA2296,2527277
PA2297,2527412,2527657,-,PA2297,2527657
PA2298,2527743,2529467,-,PA2298,2529467
PA2299,2529464,2530213,-,PA2299,2530213
PA2300,2530389,2531840,-,chiC,2531840
PA2301,2532059,2532601,-,PA2301,2532601
PA2302,2532669,2539043,-,ambE,2539043
PA2303,2539063,2540082,-,ambD,2540082
PA2304,2540079,2541167,-,ambC,2541167
PA2305,2541197,2544946,-,ambB,2544946
PA2306,2545042,2545659,-,ambA,2545659
PA2307,2545769,2546635,-,PA2307,2546635
PA2308,2546652,2547500,-,PA2308,2547500
PA2309,2547508,2548530,-,PA2309,2548530
PA2310,2548571,2549458,-,PA2310,2549458
PA2311,2549748,2549906,+,PA2311,2549748
PA2312,2549961,2550542,+,PA2312,2549961
PA2312a,2550619,2551122,-,PA2312a,2551122
PA2314,2551422,2552675,-,PA2314,2552675
PA2315,2552675,2553850,-,PA2315,2553850
PA2316,2553965,2554858,+,PA2316,2553965
PA2317,2554962,2556260,+,PA2317,2554962
PA2318,2556293,2556658,+,PA2318,2556293
PA2319,2556948,2557964,+,PA2319,2556948
PA2320,2558918,2559949,-,gntR,2559949
PA2321,2560144,2560665,+,PA2321,2560144
PA2322,2560762,2562114,+,PA2322,2560762
PA2323,2562447,2564072,+,PA2323,2562447
PA2324,2564290,2565549,+,PA2324,2564290
PA2325,2565580,2566815,+,PA2325,2565580
PA2326,2566875,2568284,-,PA2326,2568284
PA2327,2568929,2569693,-,PA2327,2569693
PA2328,2569690,2570889,-,PA2328,2570889
PA2329,2570855,2571691,-,PA2329,2571691
PA2330,2571688,2572755,-,PA2330,2572755
PA2331,2572805,2573365,-,PA2331,2573365
PA2332,2573470,2574375,+,PA2332,2573470
PA2333,2574376,2575992,-,PA2333,2575992
PA2334,2576089,2577000,-,PA2334,2577000
PA2335,2577150,2579519,+,PA2335,2577150
PA2336,2579542,2580882,+,PA2336,2579542
PA2337,2581034,2581939,+,mtlR,2581034
PA2338,2582097,2583407,+,PA2338,2582097
PA2339,2583483,2584415,+,PA2339,2583483
PA2340,2584426,2585259,+,PA2340,2584426
PA2341,2585299,2586411,+,PA2341,2585299
PA2342,2586434,2587909,+,mtlD,2586434
PA2343,2587906,2589414,+,mtlY,2587906
PA2344,2589455,2590387,+,mtlZ,2589455
PA2345,2590430,2591665,-,PA2345,2591665
PA2346,2592084,2593319,+,PA2346,2592084
PA2347,2593330,2594547,+,PA2347,2593330
PA2348,2594565,2595953,+,PA2348,2594565
PA2349,2595985,2596779,+,PA2349,2595985
PA2350,2596776,2597885,+,PA2350,2596776
PA2351,2597869,2598522,+,PA2351,2597869
PA2352,2598700,2599827,+,PA2352,2598700
PA2353,2599893,2601047,-,PA2353,2601047
PA2354,2601219,2602349,-,PA2354,2602349
PA2355,2602346,2603530,-,PA2355,2603530
PA2356,2603560,2604705,-,msuD,2604705
PA2357,2604715,2605275,-,msuE,2605275
PA2358,2605435,2605824,-,PA2358,2605824
PA2359,2605937,2607022,-,PA2359,2607022
PA2360,2607132,2608232,-,PA2360,2608232
PA2361,2608229,2612044,-,PA2361,2612044
PA2362,2612041,2612799,-,PA2362,2612799
PA2363,2612817,2614148,-,PA2363,2614148
PA2364,2614208,2614684,-,PA2364,2614684
PA2365,2614893,2615438,+,PA2365,2614893
PA2366,2615461,2616945,+,PA2366,2615461
PA2367,2617019,2617516,+,PA2367,2617019
PA2368,2617529,2617954,+,PA2368,2617529
PA2369,2617938,2619731,+,PA2369,2617938
PA2370,2619695,2620711,+,PA2370,2619695
PA2371,2620713,2623262,+,PA2371,2620713
PA2373,2624204,2626210,+,PA2373,2624204
PA2374,2626221,2626757,+,PA2374,2626221
PA2375,2626780,2627175,-,PA2375,2627175
PA2376,2627452,2628093,+,PA2376,2627452
PA2377,2628225,2629499,+,PA2377,2628225
PA2378,2629916,2632231,-,PA2378,2632231
PA2379,2632228,2632698,-,PA2379,2632698
PA2380,2632963,2633199,-,PA2380,2633199
PA2381,2633494,2633736,+,PA2381,2633494
PA2382,2633803,2634954,-,lldA,2634954
PA2383,2635051,2635971,-,PA2383,2635971
PA2384,2636013,2636336,-,PA2384,2636336
PA2385,2636517,2638805,-,pvdQ,2638805
PA2386,2638928,2640259,-,pvdA,2640259
PA2387,2640392,2640871,-,fpvI,2640871
PA2388,2641035,2642030,+,fpvR,2641035
PA2389,2642131,2643306,+,pvdR,2642131
PA2390,2643306,2645297,+,pvdT,2643306
PA2391,2645303,2646727,+,opmQ,2645303
PA2392,2646776,2648410,-,pvdP,2648410
PA2393,2648626,2649972,+,PA2393,2648626
PA2394,2649995,2651278,+,pvdN,2649995
PA2395,2651307,2652161,+,pvdO,2651307
PA2396,2652230,2653057,-,pvdF,2653057
PA2397,2653435,2655084,+,pvdE,2653435
PA2398,2655187,2657634,+,fpvA,2655187
PA2399,2657798,2665144,-,pvdD,2665144
PA2400,2665156,2671629,-,pvdJ,2671629
PA2402,2671729,2687178,-,PA2402,2687178
PA2403,2687497,2688708,+,PA2403,2687497
PA2404,2688705,2689244,+,PA2404,2688705
PA2405,2689241,2689570,+,PA2405,2689241
PA2406,2689567,2690127,+,PA2406,2689567
PA2407,2690160,2691113,+,PA2407,2690160
PA2408,2691110,2691865,+,PA2408,2691110
PA2409,2691862,2692767,+,PA2409,2691862
PA2410,2692764,2693681,+,PA2410,2692764
PA2411,2693781,2694545,-,PA2411,2694545
PA2412,2694546,2694764,-,PA2412,2694764
PA2413,2694842,2696251,-,pvdH,2696251
PA2414,2696430,2697749,-,PA2414,2697749
PA2415,2697742,2698167,-,PA2415,2698167
PA2416,2698526,2700163,+,treA,2698526
PA2417,2700167,2701105,-,PA2417,2701105
PA2418,2701206,2702066,+,PA2418,2701206
PA2419,2702164,2702844,+,PA2419,2702164
PA2420,2702926,2704344,+,PA2420,2702926
PA2421,2704377,2705297,+,PA2421,2704377
PA2422,2705773,2706087,+,PA2422,2705773
PA2423,2706387,2707181,+,PA2423,2706387
PA2424,2707666,2720694,-,pvdL,2720694
PA2425,2720767,2721531,-,pvdG,2721531
PA2426,2722175,2722738,+,pvdS,2722175
PA2427,2722755,2723222,-,PA2427,2723222
PA2428,2723309,2724223,-,PA2428,2724223
PA2429,2724485,2724730,+,PA2429,2724485
PA2430,2724767,2725771,-,PA2430,2725771
PA2431,2725967,2728141,-,PA2431,2728141
PA2432,2728542,2729456,+,bexR,2728542
PA2433,2729571,2729840,+,PA2433,2729571
PA2434,2729976,2730521,-,PA2434,2730521
PA2435,2730518,2732503,-,PA2435,2732503
PA2436,2732532,2732966,-,PA2436,2732966
PA2437,2733120,2734160,-,PA2437,2734160
PA2438,2734157,2735182,-,PA2438,2735182
PA2439,2735194,2737194,-,PA2439,2737194
PA2440,2737882,2738844,+,PA2440,2737882
PA2441,2738841,2739716,+,PA2441,2738841
PA2442,2739762,2740883,-,gcvT2,2740883
PA2443,2740977,2742353,-,sdaA,2742353
PA2444,2742401,2743657,-,glyA2,2743657
PA2445,2743800,2746679,-,gcvP2,2746679
PA2446,2746690,2747073,-,gcvH2,2747073
PA2447,2747332,2748255,-,PA2447,2748255
PA2448,2748378,2750120,+,PA2448,2748378
PA2449,2750128,2751663,-,PA2449,2751663
PA2450,2751745,2752662,-,PA2450,2752662
PA2453,2754602,2754823,+,PA2453,2754602
PA2454,2754877,2755728,+,PA2454,2754877
PA2455,2755725,2756252,+,PA2455,2755725
PA2457,2756918,2757898,+,PA2457,2756918
PA2458,2758061,2759182,+,PA2458,2758061
PA2459,2759482,2760087,-,PA2459,2760087
PA2460,2760323,2760619,-,PA2460,2760619
PA2461,2760872,2761351,-,PA2461,2761351
PA2462,2761921,2778804,-,PA2462,2778804
PA2463,2778917,2780614,-,PA2463,2780614
PA2464,2780927,2781451,-,PA2464,2781451
PA2465,2781498,2782646,-,PA2465,2782646
PA2466,2782764,2785226,-,foxA,2785226
PA2467,2785370,2786356,-,foxR,2786356
PA2468,2786365,2786883,-,foxI,2786883
PA2469,2786972,2787886,-,PA2469,2787886
PA2470,2788011,2789072,+,gtdA,2788011
PA2471,2789085,2789783,+,PA2471,2789085
PA2472,2789861,2791207,+,PA2472,2789861
PA2473,2791220,2791864,+,PA2473,2791220
PA2474,2791906,2792817,+,PA2474,2791906
PA2475,2792799,2794133,-,PA2475,2794133
PA2476,2794206,2794976,-,dsbG,2794976
PA2477,2794973,2795809,-,PA2477,2795809
PA2478,2795809,2797572,-,PA2478,2797572
PA2479,2797735,2798415,+,PA2479,2797735
PA2480,2798412,2799734,+,PA2480,2798412
PA2481,2799910,2800785,-,PA2481,2800785
PA2482,2800782,2801435,-,PA2482,2801435
PA2483,2801550,2802551,-,PA2483,2802551
PA2484,2802702,2803316,-,PA2484,2803316
PA2485,2803345,2803623,+,PA2485,2803345
PA2486,2803640,2803834,+,PA2486,2803640
PA2487,2803860,2804132,-,PA2487,2804132
PA2488,2804230,2804994,+,PA2488,2804230
PA2489,2805021,2805836,+,PA2489,2805021
PA2490,2805917,2806291,+,PA2490,2805917
PA2491,2806350,2807369,-,PA2491,2807369
PA2492,2807469,2808512,+,mexT,2807469
PA2493,2808743,2809987,+,mexE,2808743
PA2494,2810009,2813197,+,mexF,2810009
PA2495,2813194,2814612,+,oprN,2813194
PA2496,2814767,2815282,-,PA2496,2815282
PA2497,2815341,2816219,-,PA2497,2816219
PA2498,2816347,2816979,+,PA2498,2816347
PA2499,2816997,2817452,+,PA2499,2816997
PA2500,2817449,2818675,+,PA2500,2817449
PA2501,2818719,2818886,-,PA2501,2818886
PA2502,2818990,2820489,-,PA2502,2820489
PA2503,2820448,2821701,+,PA2503,2820448
PA2504,2821705,2822322,-,PA2504,2822322
PA2505,2822574,2823920,-,opdT,2823920
PA2506,2824283,2824501,+,PA2506,2824283
